id,discipline,top_id,top_question,q_id,depth,question_text,branch_type,parent_q_id,keywords,expansion_note,grok_trigger
57,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,25,5,How would your sense of dignity change if the default setting of language had always?,Left,16,,,
58,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,26,5,Would you still experience the thrill of being truly understood,Right,16,,,
59,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,27,5,If your language had never made a private self feel possible,Left,17,,,
60,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,28,5,Would the relief of 'finally being alone' even exist,Right,17,,,
61,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,29,5,Does this make the fear of total surveillance partly a fear,Left,18,,,
62,Linguistics,2,What if your native language makes it structurally difficult to tell a direct lie without sounding awkward — would you end up more honest or just more evasive?,30,5,Would you fight harder or give up faster to protect a zone of inner life,Right,18,,,
63,Linguistics,3,What if you had to mark whether you saw something yourself?,0,0,What if you had to mark whether you saw something yourself?,Top,,,,
64,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,1,1,If the concept of a hidden inner life was never named in your language,Left,0,,,
65,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,2,1,Would you feel strangely exposed if you suddenly had to live in a language where nothing?,Right,0,,,
66,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,3,2,Does that mean some of the boundaries you treat as natural between yourself and others?,Left,1,,,
67,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,4,2,Would your most intimate relationships feel different,Right,1,,,
68,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,5,2,If nothing about your inner state could stay unmarked,Left,2,,,
69,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,6,2,"Would you develop new, more creative forms of evasion just to protect some small zone",Right,2,,,
70,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,7,3,How many of the things you call 'personal boundaries' would even make sense,Left,3,,,
71,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,8,3,Would you still value 'authenticity' if being fully known had always been the?,Right,3,,,
72,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,9,3,Does this make the modern obsession with 'mental health' and 'boundaries' partly a?,Left,4,,,
73,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,10,3,Would you feel more or less free if the language around you made secrecy feel like a?,Right,4,,,
74,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,11,3,If your inner life had never been granted its own private grammatical space,Left,5,,,
75,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,12,3,Would you invent new rituals or private languages with lovers and friends just to create?,Right,5,,,
76,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,13,3,Does the relief you sometimes feel when someone 'really sees you' depend on the?,Left,6,,,
77,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,14,3,Would constant legibility make you more careful about what thoughts you allow yourself?,Right,6,,,
78,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,15,4,Would you still write diaries or keep secrets,Left,7,,,
79,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,16,4,Does the entire project of 'self-discovery' start to look like an attempt to find?,Right,7,,,
80,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,17,4,How much of what you call 'intimacy' is actually the rare and luxurious experience of?,Left,8,,,
81,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,18,4,Would you feel strangely lonely in a world where no one ever had to 'open up' because?,Right,8,,,
82,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,19,4,If your language had never given you the tools to hide parts of yourself,Left,9,,,
83,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,20,4,Would you become more or less interesting to yourself,Right,9,,,
84,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,21,4,Does the value you place on 'personal space' and 'alone time' partly depend on a language,Left,10,,,
85,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,22,4,Would you still want to be known if being fully known had never been optional?,Right,10,,,
86,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,23,5,Would you still believe that some thoughts are 'yours alone',Left,15,,,
87,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,24,5,Does the entire modern project of protecting mental privacy start to look like a recent?,Right,15,,,
88,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,25,5,How would your sense of dignity change if the default setting of language had always?,Left,16,,,
89,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,26,5,Would you still experience the thrill of being truly understood,Right,16,,,
90,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,27,5,If your language had never made a private self feel possible,Left,17,,,
91,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,28,5,Would the relief of 'finally being alone' even exist,Right,17,,,
92,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,29,5,Does this make the fear of total surveillance partly a fear,Left,18,,,
93,Linguistics,3,What if the grammar of your language forces you to mark whether you saw something with your own eyes or only heard about it — would your relationship to truth change?,30,5,Would you fight harder or give up faster to protect a zone of inner life,Right,18,,,
94,Linguistics,4,What if your language had no future tense?,0,0,What if your language had no future tense?,Top,,,,
95,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,1,1,If the concept of a hidden inner life was never named in your language,Left,0,,,
96,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,2,1,Would you feel strangely exposed if you suddenly had to live in a language where nothing?,Right,0,,,
97,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,3,2,Does that mean some of the boundaries you treat as natural between yourself and others?,Left,1,,,
98,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,4,2,Would your most intimate relationships feel different,Right,1,,,
99,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,5,2,If nothing about your inner state could stay unmarked,Left,2,,,
100,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,6,2,"Would you develop new, more creative forms of evasion just to protect some small zone",Right,2,,,
101,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,7,3,How many of the things you call 'personal boundaries' would even make sense,Left,3,,,
102,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,8,3,Would you still value 'authenticity' if being fully known had always been the?,Right,3,,,
103,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,9,3,Does this make the modern obsession with 'mental health' and 'boundaries' partly a?,Left,4,,,
104,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,10,3,Would you feel more or less free if the language around you made secrecy feel like a?,Right,4,,,
105,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,11,3,If your inner life had never been granted its own private grammatical space,Left,5,,,
106,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,12,3,Would you invent new rituals or private languages with lovers and friends just to create?,Right,5,,,
107,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,13,3,Does the relief you sometimes feel when someone 'really sees you' depend on the?,Left,6,,,
108,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,14,3,Would constant legibility make you more careful about what thoughts you allow yourself?,Right,6,,,
109,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,15,4,Would you still write diaries or keep secrets,Left,7,,,
110,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,16,4,Does the entire project of 'self-discovery' start to look like an attempt to find?,Right,7,,,
111,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,17,4,How much of what you call 'intimacy' is actually the rare and luxurious experience of?,Left,8,,,
112,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,18,4,Would you feel strangely lonely in a world where no one ever had to 'open up' because?,Right,8,,,
113,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,19,4,If your language had never given you the tools to hide parts of yourself,Left,9,,,
114,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,20,4,Would you become more or less interesting to yourself,Right,9,,,
115,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,21,4,Does the value you place on 'personal space' and 'alone time' partly depend on a language,Left,10,,,
116,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,22,4,Would you still want to be known if being fully known had never been optional?,Right,10,,,
117,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,23,5,Would you still believe that some thoughts are 'yours alone',Left,15,,,
118,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,24,5,Does the entire modern project of protecting mental privacy start to look like a recent?,Right,15,,,
119,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,25,5,How would your sense of dignity change if the default setting of language had always?,Left,16,,,
120,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,26,5,Would you still experience the thrill of being truly understood,Right,16,,,
121,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,27,5,If your language had never made a private self feel possible,Left,17,,,
122,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,28,5,Would the relief of 'finally being alone' even exist,Right,17,,,
123,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,29,5,Does this make the fear of total surveillance partly a fear,Left,18,,,
124,Linguistics,4,What if your language has no future tense and treats tomorrow as a different kind of place rather than a time — would you plan your life differently?,30,5,Would you fight harder or give up faster to protect a zone of inner life,Right,18,,,
125,Linguistics,5,What if every claim had to name its source?,0,0,What if every claim had to name its source?,Top,,,,
126,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,1,1,If the concept of a hidden inner life was never named in your language,Left,0,,,
127,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,2,1,Would you feel strangely exposed if you suddenly had to live in a language where nothing?,Right,0,,,
128,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,3,2,Does that mean some of the boundaries you treat as natural between yourself and others?,Left,1,,,
129,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,4,2,Would your most intimate relationships feel different,Right,1,,,
130,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,5,2,If nothing about your inner state could stay unmarked,Left,2,,,
131,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,6,2,"Would you develop new, more creative forms of evasion just to protect some small zone",Right,2,,,
132,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,7,3,How many of the things you call 'personal boundaries' would even make sense,Left,3,,,
133,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,8,3,Would you still value 'authenticity' if being fully known had always been the?,Right,3,,,
134,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,9,3,Does this make the modern obsession with 'mental health' and 'boundaries' partly a?,Left,4,,,
135,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,10,3,Would you feel more or less free if the language around you made secrecy feel like a?,Right,4,,,
136,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,11,3,If your inner life had never been granted its own private grammatical space,Left,5,,,
137,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,12,3,Would you invent new rituals or private languages with lovers and friends just to create?,Right,5,,,
138,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,13,3,Does the relief you sometimes feel when someone 'really sees you' depend on the?,Left,6,,,
139,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,14,3,Would constant legibility make you more careful about what thoughts you allow yourself?,Right,6,,,
140,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,15,4,Would you still write diaries or keep secrets,Left,7,,,
141,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,16,4,Does the entire project of 'self-discovery' start to look like an attempt to find?,Right,7,,,
142,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,17,4,How much of what you call 'intimacy' is actually the rare and luxurious experience of?,Left,8,,,
143,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,18,4,Would you feel strangely lonely in a world where no one ever had to 'open up' because?,Right,8,,,
144,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,19,4,If your language had never given you the tools to hide parts of yourself,Left,9,,,
145,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,20,4,Would you become more or less interesting to yourself,Right,9,,,
146,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,21,4,Does the value you place on 'personal space' and 'alone time' partly depend on a language,Left,10,,,
147,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,22,4,Would you still want to be known if being fully known had never been optional?,Right,10,,,
148,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,23,5,Would you still believe that some thoughts are 'yours alone',Left,15,,,
149,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,24,5,Does the entire modern project of protecting mental privacy start to look like a recent?,Right,15,,,
150,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,25,5,How would your sense of dignity change if the default setting of language had always?,Left,16,,,
151,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,26,5,Would you still experience the thrill of being truly understood,Right,16,,,
152,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,27,5,If your language had never made a private self feel possible,Left,17,,,
153,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,28,5,Would the relief of 'finally being alone' even exist,Right,17,,,
154,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,29,5,Does this make the fear of total surveillance partly a fear,Left,18,,,
155,Linguistics,5,What if every sentence in your language must include the source of your knowledge — would 'I feel like' statements become almost impossible to make?,30,5,Would you fight harder or give up faster to protect a zone of inner life,Right,18,,,
156,Linguistics,6,"What if your language treated feelings as events, not possessions?",0,0,"What if your language treated feelings as events, not possessions?",Top,,,,
157,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,1,1,If the concept of a hidden inner life was never named in your language,Left,0,,,
158,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,2,1,Would you feel strangely exposed if you suddenly had to live in a language where nothing?,Right,0,,,
159,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,3,2,Does that mean some of the boundaries you treat as natural between yourself and others?,Left,1,,,
160,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,4,2,Would your most intimate relationships feel different,Right,1,,,
161,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,5,2,If nothing about your inner state could stay unmarked,Left,2,,,
162,Linguistics,6,What if your language treats emotions as things that happen to you rather than things you have — would you experience anger or love as more or less personal?,6,2,"Would you develop new, more creative forms of evasion just to protect some small zone",Right,2,,,
